"chamber","id","licor","Obs","FTime","O2","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","datetime","xsi","DELTA","CiCa","a_prime","Rd","Gstar","rd_term","f_term","TleafminusTair","TblockminusTair","CO2Rdry","CO2Sdry","t","t2","t3","Di","DiminusDo","rd_term2","f_term2","gm","gm_bar","delta_i","delta_gm","delta_e","delta_f","campaign","leaf","light","Month","temp","drydown","leaflight"
"ch01","1-ch01-sun-high","H4",30,10646,21,0,10.5082298,0.073061489,136.4481836,1.190658813,1.665029435,23.24264908,6,1.420000017,1,2.840000033,19.30785751,23.24264908,17.56133461,400.4829407,378.5022888,9.411063194,11.77109909,42.55102921,53.2216568,299.1420898,1075.033691,9.662643433,101.6363297,0.654617548,0.164705306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49857015,0.001190659,296.3926491,292.4578575,172.0053868,0.905135051,2.861400743,28.1533262,16.38222711,21.2752533,2.538465394,0.071229059,1.196371308,1.342094086,0.044679246,13.86809257,0.360495003,42.1145922,373.5071796,0.011848495,2013-10-26 11:57:54,18.7178499390846,9.45002119129585,0.340709103267929,4.36904549999758,0.727884789061308,38.8882604468187,0.102112195408382,1.66442803089983,3.93479157,-1.7465229,404.287717962301,383.010746246604,0.0133827331769315,1.01356426004992,1.02712852009984,13.0681524695212,3.61813127822536,0.925016324691463,-0.637299510799986,0.229500963348742,0.225806032179792,13.0681524695212,2.84593574936003,0.0991258423182848,1.6157504975901,1,"sun","high","Oct","ambient","control","sun-high"
"ch01","1-ch01-sun-high","H4",31,10726.5,21,0,10.67817562,0.074719228,137.5666708,1.222587906,1.672417732,23.31034279,6,1.420000017,1,2.840000033,19.34049225,23.31034279,17.58908463,400.6269836,378.2793579,9.391288757,11.81476688,42.3718071,53.30610657,299.1097717,1074.228271,9.732394218,101.6275864,0.654617548,0.164705306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498516286,0.001222588,296.4603428,292.4904922,171.8765196,0.881958185,2.873123974,28.27110312,16.45633624,21.32541752,2.546285015,0.072803791,1.200706242,1.345578773,0.045670668,13.98056872,0.363664228,42.1231397,373.2034646,0.012052361,2013-10-26 11:59:15,18.3812435849342,8.96881508068013,0.343378445365406,4.36836959430046,0.727889666008722,38.8883340871408,0.101804521697254,1.66541207986882,3.96985054,-1.75140762,404.425056082234,382.802075179425,0.0134432960542085,1.01362648087073,1.02725296174146,13.1368105886671,4.16799550798696,0.925448440044208,-0.638159118127359,0.200328897735109,0.197120589823541,13.1368105886671,3.31320088244579,0.0987454096693808,1.61536830931762,1,"sun","high","Oct","ambient","control","sun-high"
"ch01","2-ch01-shade-low","H4",7,3773,21,0,11.98950984,0.1270605,213.6238496,1.260902267,1.016255959,23.90903854,6,1.420000017,1,2.840000033,24.10756874,23.90903854,24.0525589,400.1547546,375.2385559,17.05606651,19.52772331,56.86106491,65.10101318,300.1095581,325.6642456,155.819519,100.4926605,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500182597,0.001260902,297.0590385,297.2575687,52.10627813,-0.014886147,2.978648828,29.64046143,10.11273812,24.00830364,2.996468697,0.1216193,1.96239287,1.034075827,0.076482884,21.467629,0.569301438,66.51996488,369.5393171,0.021582055,2013-12-09 09:39:40,16.272439557817,13.8835255656058,0.53385308344903,4.34710346356642,0.727932703295344,38.8889839208487,0.195149823798066,1.67893605177833,-0.1985302,-0.0550098400000003,407.098249418181,382.712050938122,0.00827886890099551,1.00834798073912,1.01669596147825,17.7835270757667,3.90000151016092,0.82154613768018,-0.662240090300087,0.232572426565172,0.23143225127886,17.7835270757667,3.1741551603693,0.18605388216476,1.60068077060098,2,"shade","low","Dec","ambient","control","shade-low"
"ch01","2-ch01-sun-high","H4",15,6572,21,0,17.40381921,0.173227418,188.6356607,1.997108286,1.198410178,24.26827621,6,1.420000017,1,2.840000033,21.46822929,24.26827621,19.86077309,399.3851013,363.1348267,14.45501328,18.37499237,56.5094223,71.83392334,300.0645752,949.7423096,352.91922,100.4174957,0.551315308,0.002163887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500107625,0.001997108,297.4182762,294.6182293,151.9587661,0.386451403,3.043580896,30.30926906,11.93427669,22.86825275,2.797315181,0.163268748,1.845170718,0.952144463,0.102893282,18.94232066,0.519464526,61.9627144,354.8618845,0.030388946,2013-12-09 10:26:19,10.7622591299831,9.20056133170111,0.472315216781974,4.32888554378535,0.727958445162807,38.8893725923375,0.121215726775904,1.73491438901932,2.80004692,-1.6074562,405.24289269554,369.932330449425,0.00974676626209979,1.00984270076585,1.0196854015317,16.2735455961871,7.072984264486,0.898469674755801,-0.715228987487616,0.190848951371983,0.190055477924035,16.2735455961871,5.67560740019817,0.112383153359574,1.60849714003983,2,"sun","high","Dec","ambient","control","sun-high"
"ch01","3-ch01-shade-high","H2",24,7343.5,21,0,20.90673202,0.323170991,254.7815095,4.040917005,1.378123463,26.02764893,6,1.420000017,1,2.840000033,23.71224785,26.02764893,22.26212883,420.0283508,375.2915955,11.78928471,19.69257736,40.70961761,68.00050354,300.7359924,1698.928467,233.7579498,101.6453781,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501226654,0.004040917,299.1776489,296.8622478,271.8285486,0.795177302,3.379782935,33.25072913,13.55815176,24.86994839,3.155107135,0.290153652,2.001659472,1.153447664,0.184049064,25.89736287,0.678889462,62.39493119,365.3535363,0.035704434,2014-01-28 11:42:31,9.56448055231023,11.4453616657693,0.606581696246776,4.27630007333992,0.72808363661556,38.8912626933581,0.143066794611526,1.6787971358458,2.31540108,-1.45011902,425.039259644881,382.830515033057,0.0110247699458141,1.01114767044793,1.02229534089587,19.684192896583,8.23883123081361,0.879228546284342,-0.656501794949934,0.191474107996215,0.188374633038249,19.684192896583,6.50424039843099,0.130678897569477,1.53343310410235,3,"shade","high","Jan","ambient","control","shade-high"
"ch01","3-ch01-shade-high","H2",26,7504.5,21,0,20.93189493,0.330256114,256.9801702,4.041124513,1.35169449,25.9098835,6,1.420000017,1,2.840000033,23.63383484,25.9098835,22.27518082,420.0774231,375.292511,11.81989765,19.72296143,41.00574112,68.42315674,300.750824,1698.828247,236.8682098,101.6385193,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501251373,0.004041125,299.0598835,296.7838348,271.8125135,0.800621898,3.356307085,33.02199903,13.2990376,24.77185917,3.136685217,0.295852238,2.004612595,1.132072622,0.187718721,26.11908398,0.684746332,62.94489873,365.3424906,0.036063585,2014-01-28 11:45:12,9.40725278044916,11.6284427877309,0.611744778625786,4.27385060172861,0.728075302126236,38.8911368691145,0.144354047151663,1.67878760916616,2.27604866,-1.35865402,425.10208625028,382.84331493418,0.0108097787312102,1.01092790698774,1.02185581397549,19.8058117797843,8.17736899205341,0.877501766823823,-0.656931795190674,0.193052001395396,0.189939801096056,19.8058117797843,6.45603482748999,0.13178292464617,1.53258980514228,3,"shade","high","Jan","ambient","control","shade-high"
"ch01","3-ch01-shade-high","H2",27,7585,21,0,20.91908281,0.333386091,258.0181912,4.052197522,1.343962445,25.88894653,6,1.420000017,1,2.840000033,23.62276459,25.88894653,22.27613831,420.0539856,375.2821655,11.83351135,19.7586956,41.07915878,68.5908432,300.7221985,1698.619263,242.5224457,101.6355515,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501203664,0.004052198,299.0389465,296.7727646,271.779076,0.79585065,3.352148369,32.98204537,13.22334976,24.75585556,3.133688552,0.298361583,2.008185924,1.125502628,0.189335318,26.22382115,0.687531183,63.14761959,365.3382354,0.036158008,2014-01-28 11:46:33,9.34294370808555,11.5927745633405,0.61425007271732,4.27280070252574,0.728073819698724,38.8911144890723,0.145130691882102,1.67883292264517,2.26618194,-1.34662628,425.084224596468,382.846717247554,0.0107468374030955,1.01086358660192,1.02172717320384,19.8664220001454,8.27364743680497,0.876596481321739,-0.657105749441324,0.190581898579133,0.187514994277503,19.8664220001455,6.53549067560707,0.132478995234796,1.53248148875225,3,"shade","high","Jan","ambient","control","shade-high"
"ch01","3-ch01-shade-low","H2",15,5571.5,21,0,12.37760502,0.207665834,285.8560113,2.176641951,1.111792671,26.03130722,6,1.420000017,1,2.840000033,25.81824875,26.03130722,25.20382309,419.6448669,393.2433472,18.06914711,22.31474113,55.03293228,67.96367645,300.7453003,274.2704468,168.188385,101.6691971,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501242167,0.002176642,299.1813072,298.9682487,43.8832705,-0.645499423,3.380514485,33.25013457,10.93539344,25.92477798,3.359268324,0.193515628,2.268721814,1.09054651,0.122143668,29.06275115,0.726918874,68.47692773,387.3596265,0.021880968,2014-01-28 11:12:59,16.6052333385689,18.0498422096025,0.681185530545566,4.31781543907358,0.728083895416333,38.891266600409,0.257834920882295,1.60215938403706,0.21305847,-0.614425659999998,427.36702453631,402.218754586223,0.00894864353189951,1.00902944481484,1.01805888962968,21.5001343708709,3.45029216126849,0.760223968747382,-0.584100494407387,0.26218681674134,0.257882253642131,21.5001343708709,2.77981403624862,0.245976777022147,1.52847411131378,3,"shade","low","Jan","ambient","control","shade-low"
"ch01","3-ch01-shade-low","H2",17,5732.5,21,0,12.37664252,0.212911743,288.1046535,2.227347965,1.111303493,26.13495255,6,1.420000017,1,2.840000033,25.85119057,26.13495255,25.20577812,419.588623,393.1511841,18.18127441,22.52458763,55.26496506,68.46717834,300.7627258,274.1429138,180.3267517,101.6664352,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50127121,0.002227348,299.2849525,299.0011906,43.86286523,-0.681767224,3.401298023,33.45546654,10.93087891,25.99307156,3.372875312,0.198063162,2.28999453,1.082880782,0.125043058,29.2905731,0.732808816,68.73046933,387.267921,0.021965477,2014-01-28 11:15:40,16.4392505572334,18.7225222454364,0.686635999422701,4.31599061292558,0.728091225074225,38.8913772540162,0.260265002661554,1.60253952422234,0.283761980000001,-0.645412449999998,427.358545996216,402.210816890791,0.00894476356259881,1.00902549447673,1.01805098895346,21.6365661399913,2.9140438945549,0.757785986291903,-0.584488535268882,0.313261586553714,0.308126852227543,21.6365661399913,2.3268723583419,0.248268252582298,1.52867148215898,3,"shade","low","Jan","ambient","control","shade-low"
"ch01","2-ch01-shade-high","H4",10,4893,21,0,17.87855225,0.193676579,200.5528053,2.143214012,1.159873481,23.71801758,6,1.420000017,1,2.840000033,20.83203316,23.71801758,19.1938839,399.4459839,362.1478577,13.55178642,17.76080894,55.12679672,72.2485199,300.0908813,950.3114624,223.5871277,100.4877777,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500151469,0.002143214,296.8680176,293.9820332,152.0498306,0.302249731,2.944617702,29.30324234,11.54243339,22.27502537,2.69834221,0.181311841,1.784744221,0.913597988,0.114369506,20.15310572,0.553787082,62.23645486,353.6492502,0.031463313,2013-12-09 09:58:20,10.4799282807553,11.2683757163636,0.502077410672397,4.32111199531998,0.727918990320711,38.888776867266,0.127864831843973,1.73961593822707,2.88598442,-1.63814926,404.933556978463,368.696200473514,0.00941017914240091,1.00949957181496,1.01899914362991,17.0088954491301,5.74051973276654,0.891134311785938,-0.720616794597157,0.243072671110033,0.24189277210977,17.0088954491301,4.57685844164937,0.118127984002584,1.60714498864148,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-high","H4",11,4973.5,21,0,17.93550339,0.201475826,205.5918656,2.195426833,1.144880021,23.75841331,6,1.420000017,1,2.840000033,21.42043304,23.75841331,20.53732872,399.3702087,361.9246216,13.67146873,17.98168945,53.63947678,70.55046082,300.1167908,950.5422974,233.3254089,100.485878,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500194651,0.002195427,296.9084133,294.570433,152.0867642,0.346620226,2.951785873,29.37513143,11.39344198,22.58942318,2.750407113,0.188129506,1.806905852,0.94350126,0.118711359,20.65907912,0.568051614,62.90492914,353.3989423,0.031925154,2013-12-09 09:59:41,10.3924153590426,11.270405878622,0.514790189957401,4.3181968048334,0.727921891690949,38.8888206755803,0.131529580157373,1.74069089900349,2.33798027,-0.883104319999998,404.90586659373,368.551805716633,0.00928684136340949,1.00937389524147,1.01874779048295,17.3236716203924,6.05326574177047,0.887218210325575,-0.721943108520538,0.230770532036171,0.229654690419455,17.3236716203924,4.83667805119893,0.121431840478978,1.60705522908301,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-high","H4",12,5054,21,0,18.03090279,0.203762851,206.1566139,2.233343222,1.152139749,23.90213585,6,1.420000017,1,2.840000033,21.90577126,23.90213585,21.14842224,399.3912048,361.7233582,13.78080082,18.16522408,52.48534775,69.18379211,300.0769653,950.9630127,261.3084717,100.4817429,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500128276,0.002233343,297.0521358,295.0557713,152.1540786,0.371848228,2.977413124,29.63138416,11.46616009,22.90395355,2.803371454,0.190122071,1.825273375,0.978098079,0.119980902,20.71497586,0.56992895,63.01049473,353.1523305,0.032171276,2013-12-09 10:01:01,10.3178380623608,11.6467863863951,0.516177150178446,4.3173567486557,0.72793220806905,38.8889764434258,0.131378725047853,1.74166639809632,1.99636459,-0.757349020000003,404.9720438743,368.41571216609,0.00934725995572014,1.00943545561213,1.01887091122425,17.3601635810434,5.71337719464826,0.887492186176401,-0.722795486872064,0.24636503693685,0.245183880998197,17.3601635810434,4.55536044090971,0.121233393983456,1.60717139362746,2,"shade","high","Dec","ambient","control","shade-high"
"ch01","2-ch01-shade-high","H4",13,5134.5,21,0,18.09340339,0.205485416,206.5420094,2.238263495,1.145493974,23.93312263,6,1.420000017,1,2.840000033,21.91727066,23.93312263,21.13184357,399.206543,361.4091492,13.89354706,18.28736496,52.87542725,69.59721375,300.0577087,951.135376,229.2925415,100.477562,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500096181,0.002238263,297.0831226,295.0672707,152.1816568,0.366942556,2.98296382,29.68786027,11.40049531,22.92519665,2.806980567,0.191620876,1.837469846,0.969510721,0.12093602,20.75283755,0.571490816,63.30969605,352.8084117,0.032467703,2013-12-09 10:02:22,10.2783816548106,11.8884145420432,0.51738132308117,4.31669565108091,0.727934431005671,38.8890100075222,0.131358614452829,1.74318210680722,2.01585197,-0.785427089999999,404.831082698827,368.141486928376,0.00929386214832785,1.0093810483182,1.01876209663641,17.3884276124968,5.50001307045359,0.887403482183579,-0.724420010170808,0.257227982267038,0.256005397769343,17.3884276124968,4.3799525960226,0.121152625279274,1.60774448983998,2,"shade","high","Dec","ambient","control","shade-high"
